date;skyCover_7h;skyCover_14h;skyCover_19h;temp_7h;temp_14h;temp_19h;temp_dailyMean;temp_dailyMax;temp_dailyMin;hum_7h;hum_14h;hum_19h;windBeauf_7h;windBeauf_14h;windBeauf_19h;precip
2014-02-19;10;10;10;5.1;7.6;6.9;5.9;7.8;4.0;93;73;82;1;2;3;1.3
2014-02-20;10;5;3;6.5;12.4;8.2;9.4;13.1;5.7;81;44;73;3;1;2;0
2014-02-21;5;1;9;2.9;11.5;8.1;7.0;11.6;2.4;95;64;88;1;2;2;Spuren
2014-02-22;10;10;10;6.7;8.2;7.2;7.6;8.6;6.6;83;59;58;3;3;3;Spuren
2014-02-23;9;3;0;5.0;11.7;6.7;8.6;12.1;5.0;63;37;47;3;3;2;0
2014-02-24;1;1;1;-0.6;11.0;7.5;5.3;11.3;-0.7;93;53;71;0;3;2;0
2014-02-25;1;1;0;1.6;;7.0;7.2;12.8;1.5;98;50;79;1;3;3;0
2014-02-26;10;10;0;40.0;5.0;3.3;5.1;7.0;3.1;95;88;91;2;2;1;0
2014-02-27;10;5;3;4.6;8.3;5.5;5.1;8.8;1.3;88;66;84;2;2;2;0
2014-02-28;9;9;5;4.0;9.5;7.4;7.0;10.8;3.1;88;63;72;2;2;2;0
2014-03-01;10;5;5;2.7;12.9;9.4;8.2;13.7;2.7;97;45;53;1;4;2;0
2014-03-02;5;9;4;2.9;11.5;8.7;7.2;12.0;2.3;98;52;60;1;2;2;0
2014-03-03;9;10;10;2.4;9.3;6.9;6.1;9.7;2.4;90;71;90;2;3;3;0.1
2014-03-04;10;9;5;5.4;9.1;6.3;7.6;9.7;5.4;100;72;87;2;2;2;1.7
2014-03-05;8;9;2;4.1;11.6;9.1;8.2;12.7;3.6;91;56;60;2;3;3;Spuren
2014-03-06;10;10;9;7.1;8.5;8.6;8.0;9.1;6.9;71;70;66;4;3;3;Spuren
2014-03-07;10;9;9;5.1;7.0;6.1;6.6;8.7;4.4;74;61;64;2;3;2;0
2014-03-08;9;0;0;2.8;12.6;9.1;7.6;13.8;1.3;86;41;46;2;3;2;0
2014-03-09;0;0;0;3.8;11.9;8.0;8.3;12.8;3.7;81;47;60;1;2;2;0
2014-03-10;3;9;8;1.3;10.7;8.8;6.3;11.7;0.9;93;44;40;1;3;2;0
2014-03-11;5;0;0;0.5;14.9;9.9;8.0;16.1;-0.1;79;34;38;1;2;2;0
2014-03-12;1;0;0;7.0;15.0;11.1;11.1;16.0;6.1;50;35;34;2;3;2;0
2014-03-13;0;0;0;1.9;15.1;11.0;8.6;15.7;1.4;82;40;48;1;2;2;0
2014-03-14;0;0;0;3.3;19.3;13.1;11.1;19.9;2.3;90;30;42;1;1;1;0
2014-03-15;7;10;5;12.7;11.2;7.1;11.3;15.9;6.7;49;63;79;5;5;4;3.1
2014-03-16;10;6;6;8.3;11.4;12.4;10.1;13.0;7.1;79;74;71;6;6;5;Spuren
2014-03-17;1;8;4;12.2;16.7;14.5;14.6;17.4;11.8;66;47;49;5;4;2;0
2014-03-18;6;9;10;8.6;19.8;;14.4;21.0;7.8;78;36;42;2;4;2;Spuren
2014-03-19;8;9;8;11.7;;12.2;13.1;16.2;9.9;54;80;55;3;4;4;2.1
2014-03-20;5;6;5;10.3;20.2;16.9;15.1;20.8;9.4;62;40;40;2;3;3;0
2014-03-21;8;9;7;7.8;21.5;17.8;14.2;22.2;6.2;83;37;42;2;2;2;0
2014-03-22;2;9;9;7.1;19.5;17.2;13.9;21.6;6.1;91;46;45;1;3;4;Spuren
2014-03-23;9;9;10;10.7;9.0;4.5;10.8;17.2;4.4;82;85;98;1;2;3;5.1
2014-03-24;9;10;3;4.9;7.8;6.3;6.1;8.2;3.9;89;63;63;2;3;3;0.2
2014-03-25;9;9;5;4.3;10.1;6.3;7.4;11.2;3.6;83;47;59;3;3;2;Spuren
2014-03-26;6;5;6;3.6;11.7;;7.7;12.8;2.6;81;45;52;1;2;2;0
2014-03-27;5;6;7;4.2;15.0;13.1;9.4;15.7;3.0;87;45;48;1;3;2;0
2014-03-28;5;1;1;7.2;16.5;13.5;12.1;17.3;6.8;76;44;44;1;2;2;0
2014-03-29;0;0;1;6.0;17.9;14.9;11.8;18.8;4.8;95;43;42;0;2;2;0
2014-03-30;0;4;1;7.3;78.4;15.0;12.7;20.5;4.8;85;38;48;1;2;2;0
2014-03-31;9;9;9;40.0;19.7;16.2;12.9;20.3;5.4;87;39;46;1;2;3;0
2014-04-01;9;8;10;10.0;17.3;;13.4;18.4;8.3;75;47;51;0;3;1;0
2014-04-02;10;8;2;8.5;18.1;15.5;12.9;18.7;7.0;80;44;53;1;3;3;0
2014-04-03;6;8;9;8.5;19.5;16.4;13.6;20.8;6.4;92;48;57;1;1;2;0
2014-04-04;10;9;10;;16.3;14.6;13.4;17.0;9.7;92;65;76;2;2;2;0
2014-04-05;9;10;10;9.4;72.0;14.1;13.3;18.2;8.3;98;55;70;1;2;1;Spuren
2014-04-06;10;10;9;11.1;14.5;14.1;14.3;18.5;10.1;88;96;87;1;3;3;3.1
2014-04-07;1;4;1;10.6;21.2;16.8;15.4;21.6;9.2;96;38;52;1;1;2;0
2014-04-08;8;7;10;11.1;24.5;16.1;16.7;24.7;8.6;90;38;68;1;3;3;3.9
2014-04-09;6;9;3;9.2;12.0;10.3;12.6;16.1;9.1;52;45;45;4;4;3;0.3
2014-04-10;9;6;1;8.3;11.3;8.1;9.2;11.6;6.8;76;66;76;3;3;4;8
2014-04-11;1;5;3;6.6;13.5;9.9;9.1;14.6;3.6;82;44;53;1;2;2;0
2014-04-12;8;4;1;;15.5;11.8;10.2;16.8;3.5;89;42;53;1;1;1;0
2014-04-13;9;9;5;9.1;14.0;12.2;11.2;15.7;6.7;81;70;82;1;3;3;Spuren
2014-04-14;9;9;9;11.7;14.5;8.1;11.7;16.1;7.2;64;45;80;3;5;5;6.7
2014-04-15;7;10;5;5.2;5.9;5.8;6.5;8.4;4.6;67;97;91;4;4;4;11.6
2014-04-16;7;5;2;5.9;11.9;6.8;9.0;13.1;4.8;84;45;64;3;3;3;Spuren
2014-04-17;1;3;3;6.1;13.4;10.2;9.4;14.7;4.1;67;42;52;4;3;2;0
2014-04-18;1;7;9;7.3;18.3;13.3;10.8;18.7;2.9;75;30;41;1;3;3;0
2014-04-19;5;9;10;;19.3;14.2;13.6;19.9;7.2;77;53;83;2;3;1;7.4
2014-04-20;8;8;10;9.3;16.0;12.5;12.3;17.5;7.1;93;53;63;2;2;2;Spuren
2014-04-21;8;8;9;11.3;17.8;15.7;13.6;18.2;9.0;91;64;71;3;4;3;0.8
2014-04-22;9;9;9;11.8;17.5;15.8;14.8;18.8;10.8;98;66;93;1;2;1;1
2014-04-23;1;7;7;12.0;21.5;18.1;15.6;22.1;9.0;90;44;53;1;2;2;0
2014-04-24;9;8;9;13.6;21.7;16.3;17.8;23.3;12.3;84;48;89;2;2;3;16.7
2014-04-25;10;10;10;13.4;18.6;15.2;16.1;19.8;12.3;97;63;93;1;2;2;1.3
2014-04-26;10;9;6;13.5;65.2;15.7;16.1;18.9;13.3;96;82;83;1;2;3;0.5
2014-04-27;5;1;7;54.0;20.5;18.1;16.4;21.6;11.1;77;45;56;2;4;3;0
2014-04-28;1;5;8;12.8;20.4;16.0;16.6;21.9;11.3;80;44;65;4;2;3;Spuren
2014-04-29;8;6;6;13.7;18.7;14.5;16.0;19.3;12.7;87;78;90;2;3;4;4.7
2014-04-30;1;4;1;14.2;21.7;18.0;16.5;22.3;10.7;81;38;43;2;2;2;0
2014-05-01;5;3;4;13.2;21.5;16.7;16.6;22.0;11.1;80;40;54;4;2;1;0
2014-05-02;1;2;9;12.8;22.5;14.0;16.0;23.0;8.9;83;39;90;1;2;2;13.7
2014-05-03;10;10;10;9.5;;;11.3;14.0;8.6;87;79;69;2;3;3;0.2
2014-05-04;3;4;7;7.6;15.5;12.2;10.9;16.0;5.8;62;33;39;4;4;3;0
2014-05-05;6;7;7;7.3;13.8;12.6;10.1;15.5;4.7;66;44;47;3;2;2;0
2014-05-06;5;7;9;9.2;20.6;17.8;13.5;21.5;5.4;77;42;44;1;3;3;0
2014-05-07;7;9;10;;18.6;12.5;15.2;19.5;10.9;76;58;96;2;2;3;4.6
2014-05-08;2;4;1;56.0;;17.1;16.1;20.9;11.2;69;42;46;4;4;3;0.4
2014-05-09;9;5;7;13.6;21.0;19.0;16.2;22.6;9.7;88;52;59;3;4;3;0.1
2014-05-10;6;5;7;15.4;20.4;19.0;17.5;22.2;12.7;73;45;50;3;2;2;0.7
2014-05-11;9;10;10;16.4;12.0;9.6;14.4;19.3;9.4;85;97;96;2;2;2;26.9
2014-05-12;2;3;5;11.7;17.5;12.9;13.7;18.6;8.7;66;39;46;4;3;3;0
2014-05-13;10;9;9;10.7;14.5;12.3;11.9;14.9;8.9;71;53;63;3;1;2;Spuren
2014-05-14;6;8;9;11.1;13.7;12.1;12.5;15.9;9.1;79;45;44;3;4;4;0
2014-05-15;10;10;10;8.5;9.6;42.8;10.0;12.1;7.8;74;90;84;4;5;5;23.5
2014-05-16;10;10;10;8.8;9.6;8.7;10.1;11.4;8.7;95;95;96;4;3;4;23.2
2014-05-17;10;10;10;8.8;;10.2;10.2;11.9;8.4;98;89;94;4;2;3;1.2
2014-05-18;9;10;9;11.3;13.2;14.2;12.7;15.5;9.9;88;85;85;3;2;2;2.8
2014-05-19;10;3;1;10.5;21.4;19.7;15.7;22.7;8.7;99;51;53;2;4;3;0
2014-05-20;1;2;3;14.7;24.2;21.8;17.7;25.2;10.1;77;40;42;2;3;3;0
2014-05-21;1;2;7;17.0;25.0;93.2;18.7;25.8;11.6;74;45;47;2;4;4;0
2014-05-22;8;3;7;;;24.6;22.0;27.5;16.4;71;46;52;3;4;4;0
2014-05-23;0;4;5;19.3;28.1;25.3;22.8;28.6;17.0;;;;3;4;3;0.9
2014-05-24;9;8;1;18.6;24.9;18.5;21.0;27.1;14.9;88;50;92;0;3;1;62.2
2014-05-25;6;6;7;19.0;25.0;23.1;21.1;25.9;16.3;63;42;44;3;2;2;0
2014-05-26;9;5;9;17.2;24.8;21.8;20.6;24.9;16.3;80;61;71;1;2;3;3.6
2014-05-27;6;9;9;17.5;21.6;14.6;18.7;22.9;14.5;88;71;92;1;1;4;15.3
2014-05-28;9;9;8;15.0;15.3;13.8;15.7;17.6;13.8;77;85;76;3;5;5;1.1
2014-05-29;9;10;8;13.6;57.2;12.8;13.6;14.4;12.8;87;95;83;3;3;3;8.4
2014-05-30;6;9;9;10.0;14.7;13.2;11.6;14.8;8.4;80;51;66;3;3;3;Spuren
2014-05-31;1;6;8;13.3;72.4;16.3;15.6;20.3;10.8;68;45;48;3;3;3;0.1
2014-06-01;9;8;7;14.5;19.9;17.2;17.4;21.2;13.5;67;51;57;2;3;2;Spuren
2014-06-02;8;9;9;15.7;20.2;17.9;16.9;20.8;12.9;65;39;41;3;3;2;0
2014-06-03;9;9;7;13.9;19.5;17.2;16.3;20.9;11.6;80;46;63;1;2;2;0
2014-06-04;3;4;1;14.8;;20.9;17.0;22.8;11.2;83;41;44;1;2;3;Spuren
2014-06-05;8;8;9;16.2;19.4;18.0;17.8;20.9;14.6;80;61;64;3;3;2;Spuren
2014-06-06;1;1;1;18.2;24.3;21.9;18.5;25.4;11.6;67;37;37;1;2;2;0
2014-06-07;1;1;1;17.9;27.2;24.8;20.6;28.2;13.0;64;43;46;2;2;2;0
2014-06-08;8;2;1;20.1;29.7;26.6;23.1;30.7;15.5;75;34;38;1;1;1;0
2014-06-09;1;1;1;21.3;31.0;28.4;23.7;31.8;15.6;70;38;40;1;3;3;0
2014-06-10;1;1;1;22.3;32.6;28.7;25.1;33.2;17.0;67;36;42;1;3;3;0
2014-06-11;3;2;9;24.5;31.8;27.2;25.5;33.0;18.0;68;41;44;1;2;3;0.2
2014-06-12;5;9;8;22.2;26.6;25.9;24.6;28.1;21.0;;;;4;3;2;0
2014-06-13;5;5;7;19.5;24.9;23.5;22.4;26.2;18.6;58;46;44;2;2;2;Spuren
2014-06-14;8;5;5;17.3;21.6;19.6;19.9;23.5;16.3;64;48;46;3;3;3;0.2
2014-06-15;1;7;4;16.2;20.2;19.0;16.7;21.6;11.8;73;57;55;2;3;2;0
2014-06-16;4;8;8;16.3;20.8;20.1;17.5;22.8;12.1;65;41;44;2;2;2;0
2014-06-17;9;6;3;70.0;23.4;21.7;19.6;24.7;14.4;62;36;38;2;2;2;0
2014-06-18;0;7;1;19.1;24.8;23.0;19.9;26.1;13.7;61;37;40;2;2;2;0
2014-06-19;1;7;7;19.0;96.8;22.0;19.7;26.3;13.1;69;43;48;1;3;3;3.4
2014-06-20;9;8;8;;19.6;17.4;17.9;22.1;13.6;96;42;46;2;3;3;Spuren
2014-06-21;9;9;7;15.7;19.8;18.5;17.3;21.2;13.3;67;48;46;3;3;2;0
2014-06-22;8;4;2;17.2;24.0;23.1;19.9;25.8;13.9;59;40;39;2;2;2;0
2014-06-23;3;2;8;18.7;25.7;24.0;20.8;26.9;14.6;57;42;46;2;2;2;0
2014-06-24;8;9;1;18.0;19.8;20.0;20.3;24.1;16.4;55;54;57;2;2;2;0.2
2014-06-25;8;7;9;15.8;22.9;13.8;18.7;24.9;12.4;80;43;94;2;2;4;3.7
2014-06-26;9;5;4;52.0;20.0;19.5;16.9;21.8;11.9;77;45;42;4;2;2;0
2014-06-27;1;7;3;16.3;24.1;23.0;18.1;25.6;10.5;63;37;40;1;2;3;0
2014-06-28;4;7;7;20.0;28.7;25.8;21.5;28.8;14.2;69;42;46;1;2;4;0
2014-06-29;9;9;9;20.7;24.5;17.7;21.7;27.0;16.4;;;;2;2;3;15.8
2014-06-30;10;10;7;13.1;16.7;15.7;16.0;18.9;13.0;96;90;72;3;3;3;9.1
2014-07-01;1;5;6;16.9;;20.8;18.2;23.9;12.5;65;36;44;3;2;2;0.5
2014-07-02;6;10;10;16.7;21.7;16.2;19.5;24.5;14.4;83;59;92;1;1;2;6.6
2014-07-03;1;6;1;;25.1;23.4;20.4;26.1;14.7;69;42;36;4;2;3;0
2014-07-04;0;3;8;19.1;27.5;24.6;20.5;28.0;12.9;63;35;42;1;4;4;Spuren
2014-07-05;9;9;9;19.0;24.8;21.9;21.8;26.0;17.5;75;65;87;1;2;1;1.9
2014-07-06;6;3;0;22.6;29.0;27.5;24.1;30.1;18.0;;;;3;2;3;0
2014-07-07;1;6;7;23.9;28.4;;24.4;30.5;18.3;67;49;48;2;2;2;0
2014-07-08;9;9;5;22.5;30.1;25.7;25.6;30.6;20.5;;;;2;4;4;0.2
2014-07-09;9;7;6;16.0;;17.5;20.4;25.7;15.0;81;60;62;4;5;4;Spuren
2014-07-10;2;8;9;16.7;19.6;19.0;16.9;20.4;13.4;65;53;54;3;2;3;10
2014-07-11;10;10;9;13.7;17.2;16.2;16.2;19.0;13.3;97;89;89;4;5;4;14.6
2014-07-12;2;3;5;18.3;24.9;;20.5;25.5;15.5;77;46;59;3;3;3;0
2014-07-13;6;10;8;21.3;18.2;20.4;21.4;25.8;16.9;69;95;80;1;3;2;9
2014-07-14;7;6;8;18.9;26.5;24.2;21.2;27.4;15.0;86;45;51;1;1;2;0
2014-07-15;3;2;6;22.2;28.0;25.2;23.9;29.3;18.5;;;;4;2;2;Spuren
2014-07-16;3;2;4;23.6;;25.3;24.3;30.0;18.5;62;40;50;2;2;3;0
2014-07-17;6;4;4;24.0;30.1;24.6;25.6;30.4;20.8;;;;2;2;3;Spuren
2014-07-18;2;5;5;22.8;29.6;26.2;24.9;31.0;18.7;67;42;52;1;2;3;0
2014-07-19;0;3;0;22.1;;28.4;24.7;31.3;18.0;77;44;42;1;3;3;0
2014-07-20;3;2;10;23.9;131.6;29.6;26.5;33.0;19.9;;;;2;4;3;2.9
2014-07-21;6;9;10;23.0;28.9;22.7;25.0;29.7;20.2;;;;1;2;2;0.6
2014-07-22;10;10;10;19.4;23.0;20.6;21.5;24.1;18.8;84;74;95;3;2;2;9.4
2014-07-23;9;8;7;19.8;27.2;20.9;23.3;27.9;18.7;71;38;63;3;3;3;0.7
2014-07-24;2;7;4;18.7;24.9;23.9;21.5;26.7;16.2;71;49;48;3;2;2;0
2014-07-25;9;4;5;19.0;25.9;23.8;22.1;27.0;17.1;84;48;56;1;2;2;0
2014-07-26;5;7;8;19.9;28.2;24.9;22.5;29.1;15.9;74;47;55;1;3;2;0
2014-07-27;4;9;7;;20.9;23.6;23.1;28.0;18.1;;;;1;3;2;3.3
2014-07-28;10;8;9;20.1;23.8;23.6;22.0;25.6;18.3;;;;1;2;3;Spuren
2014-07-29;10;7;6;19.7;25.1;24.2;22.5;26.2;18.7;95;65;68;2;3;3;5.2
2014-07-30;8;10;10;21.2;22.7;20.9;22.9;27.0;18.8;;;;2;3;1;25.3
2014-07-31;9;9;9;;23.3;20.6;20.9;23.5;18.3;95;72;93;1;1;3;1.1
2014-08-01;10;9;6;18.7;23.2;23.2;21.4;24.5;18.2;;;;3;2;2;0
2014-08-02;1;2;1;19.9;28.9;27.0;23.3;29.4;17.2;89;53;50;1;4;3;0
2014-08-03;3;9;10;22.2;24.8;88.0;24.1;29.0;19.1;85;54;86;1;4;2;1.6
2014-08-04;8;5;3;19.0;24.7;22.9;21.4;25.8;17.0;;;;2;3;2;0
2014-08-05;9;9;9;20.0;23.3;21.4;21.3;25.0;17.5;73;60;72;1;4;3;Spuren
2014-08-06;9;5;7;19.5;24.7;22.1;21.6;24.8;18.4;;;;3;3;3;Spuren
2014-08-07;4;5;7;18.5;25.4;23.4;22.0;27.4;16.5;76;44;54;2;2;3;0
2014-08-08;6;1;1;20.5;28.0;26.0;23.7;29.0;18.4;;;;3;1;1;0
2014-08-09;2;6;9;19.9;30.2;25.1;24.4;31.2;17.5;84;45;61;2;1;1;0
2014-08-10;9;4;3;21.4;28.2;26.4;23.7;29.0;18.3;;;;2;3;3;0
2014-08-11;9;9;10;23.1;26.6;18.7;24.0;29.3;18.7;;;;0;4;3;3.5
2014-08-12;10;10;9;18.4;17.4;;17.7;19.1;16.2;84;89;91;3;2;1;9.2
2014-08-13;10;9;10;15.9;20.2;18.5;18.5;21.9;15.0;97;80;95;2;3;2;2.4
2014-08-14;9;9;7;16.3;18.9;17.9;18.5;20.8;16.1;67;65;65;2;3;3;Spuren
2014-08-15;4;8;10;17.2;23.8;16.9;19.8;24.2;15.4;62;40;84;3;2;2;0.2
2014-08-16;1;9;7;15.6;16.8;15.4;17.2;20.9;13.4;71;77;85;3;3;3;1.2
2014-08-17;1;2;2;15.6;21.5;19.0;18.2;22.8;13.5;73;43;49;3;3;2;0
2014-08-18;1;6;1;14.9;25.5;22.8;19.0;26.8;11.2;81;39;49;1;3;3;0.3
2014-08-19;9;9;5;17.3;19.9;18.2;19.4;22.8;15.9;88;60;69;1;2;1;Spuren
2014-08-20;10;10;9;17.3;17.7;;16.7;18.2;15.1;74;66;72;1;2;1;17.9
2014-08-21;9;7;7;13.2;21.2;17.5;17.1;21.9;12.2;96;47;69;1;3;2;0
2014-08-22;9;4;1;13.7;21.4;19.2;17.7;22.8;12.5;90;55;67;2;3;3;Spuren
2014-08-23;9;9;10;16.9;22.0;15.9;17.9;22.6;13.2;84;67;96;1;2;2;39.7
2014-08-24;8;3;6;14.4;17.4;14.3;16.3;18.8;13.8;81;55;61;3;4;3;0.1
2014-08-25;8;7;9;12.3;20.5;;15.6;21.2;10.0;81;46;49;1;2;3;0.3
2014-08-26;10;9;9;14.1;19.7;18.1;18.1;22.5;13.6;90;68;88;2;1;2;0.6
2014-08-27;4;10;5;15.7;15.5;15.5;17.2;19.7;14.7;96;84;71;1;3;3;0.1
2014-08-28;0;2;0;;21.9;18.3;16.9;22.7;11.0;88;39;49;1;2;2;0
2014-08-29;1;8;5;13.2;;21.1;17.5;24.5;10.5;87;50;56;1;2;2;Spuren
2014-08-30;10;10;9;16.8;17.6;17.0;18.4;21.1;15.6;93;94;96;1;1;1;11.8
2014-08-31;9;10;10;16.3;21.2;16.7;18.7;21.8;15.5;97;75;95;1;3;1;20.8
2014-09-01;10;10;10;13.1;14.7;14.3;14.6;16.7;12.5;94;94;94;3;4;4;25.9
2014-09-02;10;10;10;13.5;14.6;14.7;14.2;15.0;13.3;95;94;95;4;3;3;13.1
2014-09-03;10;10;9;15.4;18.0;17.2;16.5;18.3;14.7;91;79;85;3;3;3;Spuren
2014-09-04;7;9;9;16.9;23.9;21.5;19.6;24.9;14.3;90;63;77;2;2;2;0
2014-09-05;5;1;1;17.1;25.1;20.4;20.6;25.4;15.8;96;52;80;1;2;1;0
2014-09-06;9;9;5;17.7;21.7;18.7;19.3;22.2;16.3;93;66;78;2;2;2;Spuren
2014-09-07;9;9;7;16.9;21.0;19.1;18.5;22.3;14.6;87;73;86;2;2;2;Spuren
2014-09-08;7;1;2;14.8;23.9;19.7;19.1;24.7;13.4;96;56;79;1;2;1;0
2014-09-09;1;9;6;64.0;;20.4;20.0;25.8;14.2;95;51;77;0;2;2;0
2014-09-10;1;5;9;15.9;21.6;18.0;18.4;21.9;14.9;85;50;68;2;2;2;0
2014-09-11;10;10;10;14.9;58.8;13.5;15.8;18.0;13.5;83;95;95;1;3;3;30.3
2014-09-12;10;9;4;13.2;16.2;13.7;15.4;18.0;12.8;89;75;89;4;3;2;17.1
2014-09-13;10;10;8;14.6;15.2;14.0;14.6;16.0;13.2;97;90;92;3;3;3;14.2
2014-09-14;9;9;9;14.4;18.5;17.0;16.6;19.5;13.6;94;83;93;2;2;1;0.5
2014-09-15;9;9;5;15.9;20.1;;18.1;21.0;15.2;96;77;90;1;1;1;Spuren
2014-09-16;9;9;8;15.1;19.6;17.2;17.2;20.3;14.1;96;70;85;1;2;2;0
2014-09-17;9;1;0;54.8;21.9;18.5;17.4;22.2;12.6;96;51;63;0;3;3;0
2014-09-18;1;9;7;14.7;20.2;18.2;17.5;21.0;13.9;75;52;65;3;4;3;0
2014-09-19;10;4;9;14.2;21.0;18.6;17.5;21.5;13.4;93;66;82;1;2;2;0.1
2014-09-20;1;8;9;15.0;24.2;20.5;19.6;25.1;14.1;97;57;80;2;1;2;0
2014-09-21;4;6;8;;23.8;19.2;20.7;25.3;16.0;80;53;72;3;4;3;2.5
2014-09-22;9;9;9;13.4;14.5;12.0;15.4;19.2;11.6;85;57;75;4;4;3;0.9
